Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS-login-logout,Chrome 115.0.0.0,,,2023-07-31 04:51:13,2023-07-31 04:52:14,1m - 0.831s,PASSED
,,,,,,,
Test Cases/Reuse TC/RTC-01 login,Chrome 115.0.0.0,,,2023-07-31 04:51:13,2023-07-31 04:51:34,20.715s,PASSED
"openBrowser("""")",Chrome 115.0.0.0,,,2023-07-31 04:51:13,2023-07-31 04:51:16,2.596s,PASSED
navigateToUrl(URL),Chrome 115.0.0.0,,,2023-07-31 04:51:16,2023-07-31 04:51:22,5.740s,PASSED
maximizeWindow(),Chrome 115.0.0.0,,,2023-07-31 04:51:22,2023-07-31 04:51:22,0.182s,PASSED
"click(findTestObject(""Page_CURA Healthcare Service/BtnMakeAppointment""))",Chrome 115.0.0.0,,,2023-07-31 04:51:22,2023-07-31 04:51:24,2.384s,PASSED
"setText(findTestObject(""Page_CURA Healthcare Service/txtUsername""), NAME)",Chrome 115.0.0.0,,,2023-07-31 04:51:24,2023-07-31 04:51:27,2.863s,PASSED
"setEncryptedText(findTestObject(""Page_CURA Healthcare Service/txtPassword""), PASS)",Chrome 115.0.0.0,,,2023-07-31 04:51:27,2023-07-31 04:51:30,2.676s,PASSED
"click(findTestObject(""Page_CURA Healthcare Service/btnLogin""))",Chrome 115.0.0.0,,,2023-07-31 04:51:30,2023-07-31 04:51:34,3.793s,PASSED
,,,,,,,
Test Cases/Reuse TC/RTC-02 logout,Chrome 115.0.0.0,,,2023-07-31 04:51:34,2023-07-31 04:52:14,39.763s,PASSED
"click(findTestObject(""Page_CURA Healthcare Service/btnGo to Homepage""))",Chrome 115.0.0.0,,,2023-07-31 04:51:34,2023-07-31 04:52:08,33.772s,PASSED
"click(findTestObject(""Page_CURA Healthcare Service/idCURA Healthcare_menu-toggle""))",Chrome 115.0.0.0,,,2023-07-31 04:52:08,2023-07-31 04:52:10,1.511s,PASSED
"click(findTestObject(""Page_CURA Healthcare Service/btnLogout""))",Chrome 115.0.0.0,,,2023-07-31 04:52:10,2023-07-31 04:52:13,3.211s,PASSED
closeBrowser(),Chrome 115.0.0.0,,,2023-07-31 04:52:13,2023-07-31 04:52:14,0.710s,PASSED
